Year,Artist,Title,Lyrics,Genre,Rank
1990,Salt-n-Peppa,,"Oh yeah, oh yeah
You know life is all about expression
You only live once, and you're not coming back
So express yourself, yeah

Express yourself, you gotta be you and only you, babe
Express yourself, and let me be me
Express yourself, don't tell me what I cannot do, baby
Come on and work your body

Now Joe wanna be like Bob
Bob got it goin' on with no job
And everything Rob got he got from Robin
And everything she got she got ho-hoppin'
My girl Jilly wanna be like Jackie
Fat rope chains and I think that's wick-wacky
Tom and Dick wanna be like Harry
Little do they know he's bitin' on Barry
Stan was a scam, but Vinnie's legit
Mercedes coupe hometroop with no kit
A businessman with a beeper for a reason
Not like Tim because it's in this season


Oh yeah, oh yeah
Hey Pep, you up next

Yes, I'm Pep and there ain't nobody
Like my body, yes, I'm somebody
No, I'm sorry, I'm-a rock this Mardis Gras
Until the party ends, friends
Yes, I'm blessed, and I know who I am
I express myself on every jam
I'm not a man, but I'm in command
Hot damn, I got an all-girl band
And I wear the gear, yeah, I wanna wear it, too
I don't care, dear, go ahead and stare (oooo)
Afraid to be you, livin' in fear (boo)
Expression is rare, I dare you


Oh yeah, oh yeah...
Yo, excuse us while we rap
Go ahead, girls, express yourself!

My party, your party, anytime drop in
Cold hip-hop is always rockin'
Don't you like it when the music drop
Jump, spread out, and stop?
Now bring in the go-go (uh-oh)
Look at how my butt go rock from left to the right
You wanna step to me, groove me
I know you wanna do me
Come on now, fellas, don't fight

At my door they're bum-rushin'
To hear the percussion
Sound of my go-go band
I've long ago learned my lesson
It's all about expression
Will the real Salt and Pepa please stand?
And...

Express yourself, you've got to be you, babe
Express yourself, and let me be me
Express yourself, don't tell me what to do, babe
Express yourself, come on and work that body

Express yourself, you've got to be you, babe
Express yourself, don't tell me what to do, babe
Express yourself, you've got to be you, babe
Express yourself, don't tell me what to do, babe

Express yourself, oh yeah, oh yeah
Express yourself",Hip-Hop,1
1990,Candyman,Knockin' Boots,"Attention all ladies
The Candyman is on the prowl
And for those that wanna get busy
You gots to speak up now

This rhyme, this time
Is one of a kind, blowing yo mind
Like only the Candyman can
Like a heavyweight champion
Knockin'em out, another bout without a doubt
Once again you can scream and shout
When I rock the bells
Yell out my name
This is what you've been missing
Listen to my heart beat, while I'm whispering
I know your suffering
So sweet a Candyman sweet nothings
Hugging and tugging and rubbing
Loving it all, having a ball
All ya'll girlies next to me
Talking sex to me
We can't do that yet, but I bet will chill
Will still end up knockin the boots

Ooh boy I love you so
Never ever ever gonna let you go
Once I get my hands on you


At each and every show, thers's this groupie
Artis knows what she wants to do to me
She knows my name, knows every rap routine
But how she get in my limousine
Don't act fool, don't drool
I'm just a performer
I was cool but the room got warmer
Norma cornered me in
Her and a friend named Llynn, then
They checked me in to the Holiday Inn
I didn't let'em win, said my pockets was thin
She blew me a kiss
I knew she wasn't new to this
I didn't want to, but the devil made me do it
To the tic-toc ya don't stop
We knock boots till 6 o'clock, as we lay
All night long
And early in the morning she sang this song


Ooh boy I love you so
Never ever ever gonna let you go
Once I get my hands on you
Ooh boy I love you so
Never ever ever gonna let you go
I hope you feel the same way too
(Girl I do)


Tunnel of love is what I'm entering
When I mention it, you're surrending
Giving it up like a good girl has to
Living it up
Eventually you ask to stay
You're gonna pay for this
Just rest your breast on my chest, yes I'm impressed
With the way you cold love me down
I don't wanna sit down, I just wanna get down
I'm on the ground, down on my knees
Like James Brown singing Please, Please
Round two, I'm down to
Do, what it takes to make you
Understand I'm the Candyman
And I melt in your mouth, not in your hands
Hard as rock, yes I'm no sucka
The boots I knock make me one bad mutha
(Unh Unh...giggling) *2

Knockin, while I'm a hip-hoppin
Many people say my lyrics are shocking
Just because of the simple subject
Everyone should love this
Cause everybody does it
Whether they admit it or if they deny it
You betta keep quiet
Or else you might have to see a few skeletons
But girl thats irrevelent
Break out the bottle of Asti Spumante
Pop off the top and rock wit my posse
Fila Al, Big Dill, and D Fly
We ask the questions, you give the reply
MC Chip, Big Rob and Bud
Rockin on the waterbed, knockin on the rugs
I'm just playing, what I'm saying ain't ill
Girl you should know I'm real
(Unh Unh..giggling) *2",Hip-Hop,2
1990,Digital Underground,The Humpty Dance,"All right! Stop whatcha doin', 'cause I'm about to ruin
The image and the style that ya used to
I look funny—but yo I'm making money, see
So yo world I hope you're ready for me
Now gather round, I'm the new fool in town
And my sound's laid down by the Underground
I drink up all the Hennessy ya got on ya shelf
So just let me introduce myself
My name is Humpty, pronounced with a ""umpty""
Yo ladies, oh how I like to funk thee
And all the rappers in the top ten--please allow me to bump thee
I'm steppin' tall, y'all, and just like Humpty Dumpty
You're gonna fall when the stereos pump me
I like to rhyme, I like my beats funky
I'm spunky. I like my oatmeal lumpy
I'm sick wit dis, straight gangsta mack
But sometimes I get ridiculous
I'll eat up all your crackers and your licorice
Hey yo fat girl, c'mere--are ya ticklish?
Yeah, I called ya fat; look at me, I'm skinny
It never stopped me from getting busy
I'm a freak, I like the girls with the boom
I once got busy in a Burger King bathroom
I'm crazy, allow me to amaze thee
They say I'm ugly but it just don't faze me
I'm still getting in the girls' pants
And I even got my own dance

[Hook]
The Humpty Dance is your chance to do the hump
Do the Humpty Hump, come on and do the Humpty Hump
Do the Humpty Hump, just watch me do the Humpty Hump
Do ya know what I'm doing, doing the Humpty Hump
Do the Humpty Hump, do the Humpty Hump

[Verse Two]
People say ""Yo, Humpty, you're really funny lookin'""
That's all right cause I get things cookin'
Ya stare, ya glare, ya constantly try to compare me
But ya can't get near me
I give 'em more, see, and on the floor, B
All the girls they adore me
Oh yes, ladies, I'm really being sincere
Cause in a 69 my humpty nose will tickle ya rear
My nose is big, uh-uh I'm not ashamed
Big like a pickle, I'm still getting paid
I get laid by the ladies, ya know I'm in charge
Both how I'm living and my nose is large
I get stupid, I shoot an arrow like Cupid
I use a word that don't mean nothing, like looptid
I sang on ""Doowutchalike"", and if ya missed it
I'm the one who said, ""Just grab 'im in the biscuits""
Also told ya that I like to bite
Well, yeah, I guess it's obvious, I also like to write
All ya had to do was give Humpty a chance
And now I'm gonna do my dance

[Hook]
The Humpty Dance is your chance to do the hump
Do the Humpty Hump, come on and do the Humpty Hump
Do the Humpty Hump, just watch me do the Humpty Hump
Do ya know what I'm doing, doing the Humpty Hump
Do the Humpty Hump, do the Humpty Hump

[Breakdown]
Oh, yeah, that's the break, y'all
Let me hear a little bit of that bass groove right here
Oh, yeah!
Now that I told ya a little bit about myself
Let me tell ya a little bit about this dance
It's real easy to do--check it out

[Verse Three]
First I limp to the side like my leg was broken
Shaking and twitching kinda like I was smoking
Crazy wack funky
People say ya look like M.C. Hammer on crack, Humpty
That's all right cause my body's in motion
It's supposed to look like a fit or a convulsion
Anyone can play this game
This is my dance, y'all, Humpty Hump's my name
No two people will do it the same
Ya got it down when ya appear to be in pain
Humping, funking, jumping
Jig around, shaking ya rump
And when a doo-doo chump punk points a finger like a stump
Tell him step off, I'm doing the Hump

[Hook]
The Humpty Dance is your chance to do the hump
Do the Humpty Hump, come on and do the Humpty Hump
Do the Humpty Hump, just watch me do the Humpty Hump
Do ya know what I'm doing, doing the Humpty Hump
Do the Humpty Hump, do the Humpty Hump

Black people, do the Humpty Hump, do the Humpty Hump
White people, do the Humpty Hump, do the Humpty Hump
Puerto Ricans, do the Humpty Hump, just keep on doing the hump
Samoans, do the Humpty Hump, do the Humpty Hump

Let's get stoopid!

[Hook]
The Humpty Dance is your chance to do the hump
Do the Humpty Hump, come on and do the Humpty Hump
Do the Humpty Hump, just watch me do the Humpty Hump
Do ya know what I'm doing, doing the Humpty Hump
Do the Humpty Hump, do the Humpty Hump

Oh, yeah, come on and break it down

[Outro]
Once again, the Underground is in the house
I'd like to send a shout out to the whole world
Keep on doing the Humpty Dance
And to the ladies
Peace, and Humptiness forever",Hip-Hop,3
1990,The west coast rap all-stars,We're all in the same gang,"Gun is Cocked and Fired
I'm King News and I come to you with the truth
The mean streets took six more lives overnight
All the result of gang-bang stupidity
By the way, you gangsters should know
One of your victims was a three year old girl
Well, you gang members, you still don't get it, do ya?

(With your badself)

[Verse 1: King Tee]
It's straight up madness everywhere I look
Used to be a straight a student, now he's a crook
Robbing people just to smoke or shoot up
Used to have a crew cut, now he's a pooh-butt
Dropped out of school and he joins the neighborhood gang
Hanging on the streets selling 'caine
To his own people
Now when I say people I mean color
You a stupid mother-
I'm trying to stress the fact that you're dumb
Get yourself presentable, son, and just come
Together, you better, cause pretty soon it's gonna be too late
A message from King Tee The Great

[Verse 2: Body & Soul]
Sisters, since we are the mothers of this earth
It's time we start being good mothers from the birth
Of our children, no time for sleeping
Teach them to fight and win for the right reason
It's your time, it's your life, live it
Proud to be black, young and gifted
Lifted by the knowledge and taking the right route
Gang violence needs to be wiped out
A-L-M-I-G-H-Ty and E-Z-I-R-E
We see the F-U-T-U-R-E
Should be a positive thing
Body & Soul and you, we're in the same gang

[Verse 3: Def Jef]
One and the same
Everyone came in the same chains
Caught with the same aim
Brain games and names changed
To protect the innocent by-stander
Lies, slander and the master-planner
Destroy the black male
Crack jail and semi-automatic
For static if the crack fails
So since we all talk the same slang
Stop killin, my brother, cause we're all from the same gang

[Michel'le]
Don't you know we've got to put our heads together?
Make the change cause we're all in the same gang

[Verse 4: Tone-Loc]
Now as a youth I used to get my bang on
And on the ave get my part-time slang on
Doing time for me was no joke though
They knew I was crazy, so they labelled me Loco
Khakis creased, golf hat, feelin sporty
Low ridin and tossin up a forty
Thinkin in my mind that no one could handle us
The downest brothers ever touched Los Angeles
I found life was much more suitable
Cause I'm the brother that makes black so beautiful
I ain't slippin or down with a head trip
I'm talkin to all the Bloods and all the Crips
Throw down your rag and get on the right track, man
It's time to fight, unite and be a black man
Tone-Loc is on a positive change
Cause remember, we're all in the same gang

[Verse 5: Above The Law]
Bein' the pimps that we are
We're here to speak on a situation that has gone too far
Here at home in the ghettos of LA
Where a young black brother's not promised to see the next day
Cause we used to clock on the streets before we made beats
But fools just lay and prey on the weak
It don't depend on the color of a rag
Cause if you got what they want you know they gonna take what you have
Cause violence don't only revolve from drugs and thugs
And gangs that bang
Most times it's a political thang
Yeah, a couple of spots'll get popped
And if the government wanted to freeze it it could all get stopped
But they don't because they want it like that
Because the system been set up to hold us back
Yeah, Above The Law means that we can do whatever
So why don't we stick together?
(You got it)

[Verse 6: Ice-T]
Ice-T rippin the microphone the way I do
Listen close, my brothers, cause I'm talkin to you
The problem is we got a suicidal lifestyle
Cause 90 percent of us are livin foul and wild
I say job, you say ([Hen-G:] bad joke
I rather jack another brother, watch the gun smoke)
Livin in the fast lane flippin like you're insane
You won't stop until your blood runs down the street drain
I got an idea, give me a minute
And if it makes sense, then get with it
What if we could take our enemies, feed em poison
Undereducate their girls and boys and
Split em up, make em fight one another
Better yet, make em kill for a color
All my brothers need to know one thing
No matter what you think, we're all in the same gang

[Michel'le]
Don't you know we've got to put our heads together?
Stop the fighting
(Make the change)
Because we're all in the same gang

[Verse 7: Dr. Dre and MC Ren]
Yo, we're not here to preach because we're not ministers
We're telling like it is cause Ren and Dre is like sinister
Reality speaks for itself when it's spoken
A basehead cluck can't blame nobody for smoking
Yo, bullets flying, mothers crying, brothers dying
Lying in the streets, that's why we're trying
To stop it from falling apart and going to waste
And keeping a smile off of white face
N.W.A never preaching, just teaching
The knowledge of the streets to each and
All that don't understand, that's why we came
To let you know that we're all in the same gang

[JJ Fad]
The J double, F, the a, the d, that is
And if you want the solution to the quiz
What's black and black, yo, and kills another?
An ignorant sucker that isn't labelled as a brother
But another
So now it's time we evolve
And get together and solve it
Cause the world is revolvin
Around a terrible situation
One will kill another for a reputation
So it's time we stop and realize that we're all the same
Yo Train, tell em (We're all in the same gang)

[Young MC]
Brothers killin' other brothers
I thought the idea was to love one another?
Open up the paper to one more death
If y'all keep this up then there'll be no one left
I try my best to set an example
Sayin hype lyrics over hip-hop samples
Not just a brag or to boast but to inform
Cause we're livin in the calm before the storm
You see, I believe that the children are the future
But what's it all about if in the future they shoot ya?
We're all human beings, if we're cut we'll bleed
And I want to see all young people succeed
Do 9 to 5, not 5 to 10
Just go to work and not the state pen
Cause you live better when you're out there free
And that's comin straight to ya from the Young MC

[Digital Underground]
I'm in a rage
Oh yeah? Yo, why is that G?
Other races, they say we act like rats in a cage
I tried to argue, but check it, every night in the news
We prove them suckers right and I got the blues
America
Get busy, Humpty
The red, the white, the blue and
The blue and the red
For Crips and Bloods
The white for who's got you doin
Time bustin caps on one another
The Underground's down for peace among brothers
Kill a black man?
What?
Yo, what are you retarded?
Tell em, Hump
Yo, do you work for the Klan?
Do what ya like
Unless you like gangbangin
Let's see how many brothers leave us hangin

[Oaktown's 3.5.7.]
The gang that should hang is the one that contains
The sisters and the brothers who are all in the same frame of mind
Now listen, get loose, it's unity time
Yeah, yeah
Peace is a presence that we all need
The future's in our hands, in word and deed
I'm Terrible T and I'm Sweet LD
We're 3.5.7. totally

[MC Hammer]
Kickin on the ave 'bout a quarter to 9
All the homies gettin blind in an eight ball line
Now on this tip they started runnin at the lip
Jumped in their deuce and took a little trip
Hit the block about 12 on the tick
The windows went down and the nines went click
People started yellin, bodies started bailin
Bullets cold flyin sendin some to hell and
It's gotta stop, we don't need all the violence
Peace in the hood and a moment of silence
We got together not for ego or fame
We got involved cause we're all in the same gang

[Eazy-E]
Last but not least, yo, Eazy's no sell-out
And if you can't hang in the streets, then get the hell out
I'm not tryin to tell ya what to do
You have your own freedom of choice who to listen to
You knew good from bad, fair from foul, right from wrong
Now your mother's singing that sad song
(My baby ain't never hurt nobody!)
But he still got smoked at BeBe's party
But you're not the first or the last
You're nothin but a short story from the past
You're dead now, not number one but a zero
Take notes from Eazy-E, the violent hero

[Michel'le]
Don't you know we've got to put our heads together?
Don't you know we've got to put our heads together?",Hip-Hop,4
1990,D-Nice,Call me D-Nice,"(My name is D Nice, my name is D Nice
My name, my name is D Nice
My name is D Nice
Taking out you suckers and you don't know how I did it)
Yo, this is D-Nice and I'm about to drop some funky lyrics on this track I made up, you know what I'm saying, huh, yea and you don't stop, yo

[Verse 1: D Nice]
My name is D-Nice although I hate to admit it
Taking out you suckers and you don't know how I did it
See every episode remains in this mode
Very cool, very calm, there's no sweat in my palm
I just pick up the mic, proceed with a song
I get right to the point, my competition's not long or short
It's like a sport hanging in the middle
But now if you're puzzled, let me kick the whole riddle
That my name is Derrick and if I didn't mention
D-Nice is just a description
It describes the kid on the mic
I'm the TR-808, huh, but just call me D-Nice

[Chorus]
My name is D Nice
Take, ta-take, taking out you suckers and you don't know how I did it

[Verse 2: D Nice]
I start to think, a very big conscious all around me
Who will be the sucker MC to try to doubt me
Is it you, or you, or you, or you, or him
But I'm like a tree and every lyric is a limb
You throw it on the turntable, very unstable
But you gamble because you need that example
There's a 1000 MC's on the planet earth now
What is the word you say to get hers
Some like to explain, some talk educated
Some like McBoo, he's X-rated
I like to think of myself as a pure rebel
A radical thinker on a musical level
Cause suckers want to stop me and girls want to kiss
Wherever I go, yo, it seems I can't be dissed
Cause my name is D-Nice but all the girls call me Derrick
It ran through my crew so I guess I've inherit
The job of explaining and also retaining
The fact D-Nice is remaining
Not a king nor a prince but as a teacher
With dope beats like this, I know I'm gonna reach ya
So now I don't think you should all despise
This fact D-Nice is on a rise
Straight to the top like a bubble of water
It's a slaughter so I think you oughta
Think realistically, not egotistically
It's suicide if you even think of dissing me
Cause if you try, I'm a make you wait
To learn the reason I'm the 808, but just call me D-Nice

[Chorus]

[Verse 3: D Nice]
I live in the Bronx by the D and the 4
Writing lyrics, it's addictive, writing more and more and more
About peace, about wars, about whores
Breaking city laws to me become a chore
I wear no jeri curls but I still pull girls
I don't slur my words when I rap cause that's wack, huh
But in fact, I do not slack
When I drop the funky, funky lyric on a track
I'm not conceited when I walk the streets
And you can tell by the words that I speak
That I'm not just another brother on the mic
Cause the females love me and they call me D-Nice",Hip-Hop,5
1991,LL Cool J,Around the way girl,"(You got me shook up, shook down, shook out on your loving)

[Verse 1]
I want a girl with extensions in her hair
Bamboo earrings, at least two pair
A Fendi bag and a bad attitude
That's all I need to get me in a good mood
She can walk with a switch and talk with street slang
I love it when a woman ain't scared to do her thing
Standing at the bus stop sucking on a lollipop
Once she gets pumping its hard to make the hottie stop
She likes to dance to the rap jams
She sweet as brown sugar with the candied yams
Honey coated complexion, using Camay
Lets hear it for the girl, she's from around the way

[Hook]
I need an around the way girl
Around the way girl
That's the one for me
She's the only one for me
I need an around the way girl

[Verse 2]
Silky, milky her smile is like sunshine
That's why I had to dedicate at least one rhyme
To all the cuties in the neighborhood
Cause if I didn't tell you then another brother would
Your sweet like sugar with your gangster talk
Want to eat you like a cookie when I see you walk
With your rayon, silk or maybe even denim
It really doesn't matter as long as you're in 'em
You can break hearts and manipulate minds
Or surrender act tender be gentle and kind
You always know what to say and do
Cold flip when you think your man is playing you
Not cheap or petty, you're ready for loving
You're real independent so your parents be bugging
But if you ever need a place to stay
Come around my way

[Hook]
(To the bridge)

[Verse 3]
Perm in your hair or even a curly weave
Witcha New Edition Bobby Brown button on your sleeve
I tell you come here, you say meet me half way
Cause brothers been popping that game all day
Around the way you're like a neighborhood jewel
All the home boys sweat you so you're crazy cool
Wear your gold in the summer with your biking shorts
While you watching all the brothers on the basketball court
Going to the movies with your homegirls crew
While the businessmen in suits be hawking you
Baby, hair pumping, lip gloss is shining
I think you in the mood for wining and dining
So we can go out and eat somewhere
We got a lot of private jokes to share
Lisa, Angela, Pamela, Renee
I love you, you're from around the way",Hip-Hop,1
1991,Yo-Yo ft. Ice Cube,You can't play with my Yo-Yo,"[Ice Cube]
Yo Jinx, man, we gotta find somebody that's down for hers, man
All these girls sympin', man!
Who you think fit the category?

[Yo-Yo]
It's me, the brand new intelligent black woman Y-O-Y-O. Which is Yo-Yo, but I'm not to be played like I was made by Mattel.
But this Yo-Yo is made by woman and male
I rhyme about uprising, uplifting the woman
[?] superior to handle any male
Any time, any rhyme, any flow, and any show
And if you ask my producers, they'll reply “No…”

[Hook: Ice Cube]
“You can't play with my Yo-Yo!”
(Don't try to play me out, don't try to play me out)

[Verse 1]
My name is Yo-Yo, I'm not a ho, no
I like to flow so swift, it's got to be a gift
So yo, let the beat lift as I rip and rhyme
And rap and slap all the girls who can't adapt
To the fact I hit the 8-ball often
The earrings I wear are called Dolphins
Check the booty, yo, it's kind of soft and
If you touch it, you living in a coffin (word to mother)
I'm in the 90's, you're still in the 80's, right?
I rock the mic, they say I'm not lady-like!
But I'm a lady, who will pull a stunt though
I K-O suckas, and even hit the blunt
So what you wanna do? You must play hit and run
It through to me, you simply can't get none
You wetter than a hot whore in snow
Tell 'em, Ice Cube!

[Hook] (Ice Cube)
No, you can't play with my Yo-Yo, suckas
You can't play with my Yo-Yo
(What's your name baby?)

[Verse 2]
That's right, my name is Yo-Yo, but no, I'm not a Duncan
As I rap, Chilly Chill bring in the funk and
I'll steal yo man, that's if he is a hunk and
He'll call me Baby Yo, or even Pumpkin
I may be Buttercup, or even Miss Yo
We had dinner, and now we drinking Cisco
Hit the slow jams, it's getting cozy
You're home alone, so now you getting nosy
You're kind of young
So of course you had to call my place
Hang up in my face
It's a sad case of who your man's giving the dollars
What? Yep, I put lipstick on his collar
At home, he's gotta listen to ya holler
But he'll slap you, and sock ya, so why bother?!
But if you come knocking at my door (ay yo)
I'll smoke you, tell 'em, Ice!

[Hook] (Ice Cube)
You can't play wit my Yo-Yo, sucka
You can't play wit my Yo-Yo, yo, yo
Fool, 1990, stayin' sucka free, haha!
You can't play wit my Yo-Yo!
Yeah, tell em whats up

[Verse 3: Yo-Yo]
Yo, I hope you realize one day
That you're ""weak"" as Monday through Sunday
So listen to my Y-O, here's my bio
And next to me?
Ha! You're not fly, yo?!
You lack skills to be a woman that's black
Fake hair in the back, plus green contacts?!
Yo-Yo, is just trying to stop ya
Because the world ain't a big soap opera
It only takes one punch to drop ya
And then the I.B.W.C. will come mob ya
But no, I'm not living like that verse
Although I pack a real small Gat in my purse (right, right)
But no, it's not to cause corruptions
Just to fight back on destruction
Just thought you wanna know about the Y-O-Y-O
Yo, should I tell 'em, Ice?

[Hook] (Ice Cube)
They know what time it is
Fools, yeah!
You can't play with my Yo-Yo, yo yo
I'm out. I thought you knew!

Yo-Yo, the brand new intelligent black lady
Stompin' to the 90s!
For all y'all suckas
Aye Jinx, I knew they couldn't fade it
You can't play wit my Yo-Yo

[Verse 4]
I'm similar to a metaphor, makes them want to yell on
But keep it at a limit to where they're yelling, ""More, more!""
I am very versatile, changing my ways to different styles
Knowledge is the key, experience is from my background
Label me as a woman, and sometimes I feel inferior
Falling back on the hands of time makes no man superior
Should we dare to take the stand
And diss back all the men
Who know no more but [?] and thinks wit his ding-a-ling?
I think it's time that we defeat by standing on our on two feet
If we wanna live with justice and harmony
How many more rounds must I go in order to let my people know
Times were hard, things have changed (Don't try to play me out)",Hip-Hop,2
1991,O.P.P.,Naughty by nature,"[Intro: Treach]
Arm me with harmony
Dave, drop a load on 'em!

[Verse 1: Treach]
O.P.P., how can I explain it? I'll take it, frame by frame it
To have y'all all jumpin', shoutin', sayin' it
O is for ""other,"" P is for ""peoples',"" scratch your temple
The last P, well, that's not that simple
It's sort of like, well, another way to call a cat a kitten
It's five little letters that are missin' here
You get on occasion if the other party isn't gamin'
It seems I gotta start the explainin', bust it
You ever had a girl and met her on a nice hello
You get her name and number
And then left feelin' real mellow
You get home, wait a day
She's what you wanna know about, then you call up
And it’s her girlfriend’s or her cousin’s house?!
It’s not a front, a F to the R to the O to the N to the T;
It's just her boyfriend's at her house
(Oh, that’s why she’s scary)
It's O.P.P., time other people's what you get it
There's no room for relationship, there's just room to hit it
How many brothers out there know just what I'm gettin' at
Who think it's wrong 'cause I was splittin' and co-hittin' that
Well, if you do, that's O.P.P. and you're not down with it
But if you don't, here's your membership

[Hook]
You down with O.P.P.? (Yeah, you know me!)
You down with O.P.P.? (Yeah, you know me!)
You down with O.P.P.? (Yeah, you know me!)
Who’s down with O.P.P.? (Every last homie!)
You down with O.P.P.? (Yeah, you know me!)
You down with O.P.P.? (Yeah, you know me!)
You down with O.P.P.? (Yeah, you know me!)
Who’s down with O.P.P.? (All the homies!)

[Verse 2: Treach]
Well, for the ladies O.P.P. means somethin' gifted
The first two letters' the same
But the last is somethin' different
It's the longest, loveliest, lean, I call it the leanest
It's another five-letter word
Rhymin' with ""cleanness"" or ""meanness""
I won't get into that, I'll do it ah sorta properly
I'll say the last P, hmmm, stands for ""property""
Now lady, here comes a kiss
Blow a kiss back to me, now tell me exactly
Have you ever known a brother
Who had another, like, a girl or wife
And you just had to stop a toast
'Cause he looked just that nice?
You looked at him, he looked at you
And you knew right away
He had someone but he was gonna be yours anyway!
You couldn't be seen with him at all and still you didn't care
'Cause in a room behind a door no one but y'all are there
When y'all are finished, y'all can leave
And only y'all would know; and then y'all could throw that skeleton bone right in the closet do'
Now don't be shy
'Cause if you're down I want your hands up high
Say O.P.P. (O.P.P.!) I like to say with pride
Now when you do it, do it well and make sure that it counts
You're now down with a discount

[Hook]
You down with O.P.P.? (Yeah, you know me!)
You down with O.P.P.? (Yeah, you know me!)
You down with O.P.P.? (Yeah, you know me!)
Who’s down with O.P.P.? (Every last lady!)
You down with O.P.P.? (Yeah, you know me!)
You down with O.P.P.? (Yeah, you know me!)
You down with O.P.P.? (Yeah, you know me!)
Who’s down with O.P.P.? (All the ladies!)

[Verse 3: Treach]
A scab tried to O.P.P. me, I had a girl and she knew that
Matter of fact, her and my girl was partners that
Had a fall-out, disagreement, yeah, an argument
She tried to do me, so we did it in my apartment
Bust it! That wasn't the thing
It must've been the way she hit the ceiling, 'cause after that she kept on comin' back and catchin' feelings
I said: ""Let's go, my girl is comin', so you gotta leave.""
She said: ""Oh no, I love you, Treach!""
I said: ""Now child, please! You gots to leave
Come grab your coat, right now you gotta go!""
I said: ""Now look you chooses stairs or choose the stair window
This was a fling, a little thing
You shouldn't have brought your heart
'Cause you know I was OPP, hell, from the very start!""
Come on, come on, now let me tell you what it's all about
When you get down, you can't go 'round
Runnin' off at the mouth
That's rule number one in this O.P.P. establishment
You keep yo' mouth shut and it won't get back to her or him!
Excitin', isn't it? A special kinda business
Many of you will catch the same sorta O.P.P. messin' with
Him or her, for sure ain't goin' to admit it
When O.P.P. comes, damn skippy, I'm with it

[Hook]
You down with O.P.P.? (Yeah, you know me!)
You down with O.P.P.? (Yeah, you know me!)
You down with O.P.P.? (Yeah, you know me!)
Who’s down with O.P.P.? (This whole party!)
You down with O.P.P.? (Yeah, you know me!)
You down with O.P.P.? (Yeah, you know me!)
You down with O.P.P.? (Yeah, you know me!)
Who’s down with O.P.P.? (This whole party!)",Hip-Hop,3
